Season,Date,Game Type,Team,Opponent,Arena,City,State,Attendance,game_date,attendance
2019,"May 24, 2019",Regular season,New York Liberty,Indiana Fever,Westchester County Center,White Plains,NY,1965,2019-05-24,1965
2019,"May 25, 2019",Regular season,Seattle Storm,Phoenix Mercury,Angel of the Winds Arena,Everett,WA,8500,2019-05-25,8500
2019,"May 25, 2019",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,7913,2019-05-25,7913
2019,"May 25, 2019",Regular season,Minnesota Lynx,Chicago Sky,Target Center,Minneapolis,MN,8524,2019-05-25,8524
2019,"May 26, 2019",Regular season,Las Vegas Aces,Los Angeles Sparks,Mandalay Bay Events Center,Las Vegas,NV,7249,2019-05-26,7249
2019,"May 28, 2019",Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,4781,2019-05-28,4781
2019,"May 29, 2019",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,8092,2019-05-29,8092
2019,"May 31, 2019",Regular season,Atlanta Dream,Seattle Storm,State Farm Arena,Atlanta,GA,2119,2019-05-31,2119
2019,"May 31, 2019",Regular season,Phoenix Mercury,Las Vegas Aces,Talking Stick Resort Arena,Phoenix,AZ,14090,2019-05-31,14090
2019,"May 31, 2019",Regular season,Los Angeles Sparks,Connecticut Sun,Staples Center,Los Angeles,CA,12334,2019-05-31,12334
2019,"June 1, 2019",Regular season,Indiana Fever,New York Liberty,Bankers Life Fieldhouse,Indianapolis,IN,5003,2019-06-01,5003
2019,"June 1, 2019",Regular season,Washington Mystics,Atlanta Dream,Entertainment and Sports Arena,Washington,DC,4200,2019-06-01,4200
2019,"June 1, 2019",Regular season,Dallas Wings,Minnesota Lynx,College Park Center,Arlington,TX,6535,2019-06-01,6535
2019,"June 1, 2019",Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,7063,2019-06-01,7063
2019,"June 2, 2019",Regular season,Las Vegas Aces,Connecticut Sun,Mandalay Bay Events Center,Las Vegas,NV,2747,2019-06-02,2747
2019,"June 4, 2019",Regular season,New York Liberty,Los Angeles Sparks,Westchester County Center,New York,NY,3579,2019-06-04,3579
2019,"June 4, 2019",Regular season,Seattle Storm,Minnesota Lynx,Angel of the Winds Arena,Everett,WA,5711,2019-06-04,5711
2019,"June 5, 2019",Regular season,Washington Mystics,Chicago Sky,Entertainment and Sports Arena,Washington,DC,2347,2019-06-05,2347
2019,"June 6, 2019",Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,5496,2019-06-06,5496
2019,"June 6, 2019",Regular season,Atlanta Dream,Las Vegas Aces,State Farm Arena,Atlanta,GA,2630,2019-06-06,2630
2019,"June 6, 2019",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,8001,2019-06-06,8001
2019,"June 7, 2019",Regular season,Indiana Fever,Dallas Wings,Bankers Life Fieldhouse,Indianapolis,IN,3671,2019-06-07,3671
2019,"June 7, 2019",Regular season,New York Liberty,Washington Mystics,Westchester County Center,White Plains,NY,1567,2019-06-07,1567
2019,"June 8, 2019",Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,8834,2019-06-08,8834
2019,"June 9, 2019",Regular season,New York Liberty,Las Vegas Aces,Westchester County Center,White Plains,NY,1447,2019-06-09,1447
2019,"June 9, 2019",Regular season,Washington Mystics,Dallas Wings,Entertainment and Sports Arena,Washington,DC,3564,2019-06-09,3564
2019,"June 9, 2019",Regular season,Atlanta Dream,Connecticut Sun,State Farm Arena,Atlanta,GA,3082,2019-06-09,3082
2019,"June 9, 2019",Regular season,Indiana Fever,Phoenix Mercury,Bankers Life Fieldhouse,Indianapolis,IN,3336,2019-06-09,3336
2019,"June 9, 2019",Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,5032,2019-06-09,5032
2019,"June 11, 2019",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,5224,2019-06-11,5224
2019,"June 11, 2019",Regular season,Indiana Fever,Seattle Storm,Bankers Life Fieldhouse,Indianapolis,IN,3506,2019-06-11,3506
2019,"June 11, 2019",Regular season,Chicago Sky,Phoenix Mercury,Wintrust Arena,Chicago,IL,4212,2019-06-11,4212
2019,"June 12, 2019",Regular season,New York Liberty,Minnesota Lynx,Westchester County Center,White Plains,NY,1181,2019-06-12,1181
2019,"June 13, 2019",Regular season,Dallas Wings,Indiana Fever,College Park Center,Arlington,TX,3562,2019-06-13,3562
2019,"June 14, 2019",Regular season,Washington Mystics,Seattle Storm,Entertainment and Sports Arena,Washington,DC,3654,2019-06-14,3654
2019,"June 14, 2019",Regular season,Minnesota Lynx,Connecticut Sun,Target Center,Minneapolis,MN,8803,2019-06-14,8803
2019,"June 14, 2019",Regular season,Phoenix Mercury,Los Angeles Sparks,Talking Stick Resort Arena,Phoenix,AZ,10381,2019-06-14,10381
2019,"June 14, 2019",Regular season,Las Vegas Aces,New York Liberty,Mandalay Bay Events Center,Las Vegas,NV,4110,2019-06-14,4110
2019,"June 15, 2019",Regular season,Indiana Fever,Chicago Sky,Bankers Life Fieldhouse,Indianapolis,IN,4715,2019-06-15,4715
2019,"June 15, 2019",Regular season,Dallas Wings,Atlanta Dream,College Park Center,Arlington,TX,5220,2019-06-15,5220
2019,"June 15, 2019",Regular season,Los Angeles Sparks,New York Liberty,Staples Center,Los Angeles,CA,11388,2019-06-15,11388
2019,"June 16, 2019",Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,7773,2019-06-16,7773
2019,"June 16, 2019",Regular season,Minnesota Lynx,Las Vegas Aces,Target Center,Minneapolis,MN,8392,2019-06-16,8392
2019,"June 18, 2019",Regular season,Los Angeles Sparks,Washington Mystics,Staples Center,Los Angeles,CA,9537,2019-06-18,9537
2019,"June 19, 2019",Regular season,Atlanta Dream,Indiana Fever,State Farm Arena,Atlanta,GA,6474,2019-06-19,6474
2019,"June 19, 2019",Regular season,New York Liberty,Chicago Sky,Westchester County Center,White Plains,NY,1585,2019-06-19,1585
2019,"June 20, 2019",Regular season,Dallas Wings,Phoenix Mercury,College Park Center,Arlington,TX,4626,2019-06-20,4626
2019,"June 20, 2019",Regular season,Las Vegas Aces,Washington Mystics,Mandalay Bay Events Center,Las Vegas,NV,4416,2019-06-20,4416
2019,"June 21, 2019",Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,6608,2019-06-21,6608
2019,"June 21, 2019",Regular season,Chicago Sky,Indiana Fever,Wintrust Arena,Chicago,IL,4945,2019-06-21,4945
2019,"June 21, 2019",Regular season,Seattle Storm,Los Angeles Sparks,Angel of the Winds Arena,Everett,WA,6114,2019-06-21,6114
2019,"June 22, 2019",Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,8600,2019-06-22,8600
2019,"June 22, 2019",Regular season,Las Vegas Aces,Dallas Wings,Mandalay Bay Events Center,Las Vegas,NV,4347,2019-06-22,4347
2019,"June 23, 2019",Regular season,Atlanta Dream,Washington Mystics,State Farm Arena,Atlanta,GA,4136,2019-06-23,4136
2019,"June 23, 2019",Regular season,Phoenix Mercury,Los Angeles Sparks,Talking Stick Resort Arena,Phoenix,AZ,10132,2019-06-23,10132
2019,"June 23, 2019",Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,5607,2019-06-23,5607
2019,"June 23, 2019",Regular season,Seattle Storm,Indiana Fever,Alaska Airlines Arena,Seattle,WA,7211,2019-06-23,7211
2019,"June 25, 2019",Regular season,Indiana Fever,Minnesota Lynx,Bankers Life Fieldhouse,Indianapolis,IN,4692,2019-06-25,4692
2019,"June 25, 2019",Regular season,Las Vegas Aces,Seattle Storm,Mandalay Bay Events Center,Las Vegas,NV,4215,2019-06-25,4215
2019,"June 26, 2019",Regular season,Chicago Sky,Washington Mystics,Wintrust Arena,Chicago,IL,8914,2019-06-26,8914
2019,"June 26, 2019",Regular season,Dallas Wings,Connecticut Sun,College Park Center,Arlington,TX,4017,2019-06-26,4017
2019,"June 27, 2019",Regular season,Los Angeles Sparks,Las Vegas Aces,Staples Center,Los Angeles,CA,10295,2019-06-27,10295
2019,"June 28, 2019",Regular season,New York Liberty,Dallas Wings,Westchester County Center,White Plains,NY,2191,2019-06-28,2191
2019,"June 28, 2019",Regular season,Phoenix Mercury,Indiana Fever,Talking Stick Resort Arena,Phoenix,AZ,9435,2019-06-28,9435
2019,"June 28, 2019",Regular season,Seattle Storm,Chicago Sky,Alaska Airlines Arena,Seattle,WA,7915,2019-06-28,7915
2019,"June 29, 2019",Regular season,Washington Mystics,Connecticut Sun,Entertainment and Sports Arena,Washington,DC,4200,2019-06-29,4200
2019,"June 29, 2019",Regular season,Las Vegas Aces,Indiana Fever,Mandalay Bay Events Center,Las Vegas,NV,4581,2019-06-29,4581
2019,"June 30, 2019",Regular season,Atlanta Dream,New York Liberty,State Farm Arena,Atlanta,GA,4359,2019-06-30,4359
2019,"June 30, 2019",Regular season,Dallas Wings,Minnesota Lynx,College Park Center,Arlington,TX,4521,2019-06-30,4521
2019,"June 30, 2019",Regular season,Los Angeles Sparks,Chicago Sky,Staples Center,Los Angeles,CA,11067,2019-06-30,11067
2019,"June 30, 2019",Regular season,Seattle Storm,Phoenix Mercury,Alaska Airlines Arena,Seattle,WA,8002,2019-06-30,8002
2019,"July 2, 2019",Regular season,Las Vegas Aces,Chicago Sky,Mandalay Bay Events Center,Las Vegas,NV,3516,2019-07-02,3516
2019,"July 2, 2019",Regular season,Minnesota Lynx,Atlanta Dream,Target Center,Minneapolis,MN,8208,2019-07-02,8208
2019,"July 3, 2019",Regular season,Seattle Storm,New York Liberty,Alaska Airlines Arena,Seattle,WA,8710,2019-07-03,8710
2019,"July 5, 2019",Regular season,Dallas Wings,Indiana Fever,College Park Center,Arlington,TX,5093,2019-07-05,5093
2019,"July 5, 2019",Regular season,Phoenix Mercury,New York Liberty,Talking Stick Resort Arena,Phoenix,AZ,9560,2019-07-05,9560
2019,"July 5, 2019",Regular season,Seattle Storm,Atlanta Dream,Alaska Airlines Arena,Seattle,WA,8111,2019-07-05,8111
2019,"July 6, 2019",Regular season,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,Uncasville,CT,8076,2019-07-06,8076
2019,"July 7, 2019",Regular season,New York Liberty,Las Vegas Aces,Westchester County Center,White Plains,NY,1971,2019-07-07,1971
2019,"July 7, 2019",Regular season,Los Angeles Sparks,Washington Mystics,Staples Center,Los Angeles,CA,10336,2019-07-07,10336
2019,"July 7, 2019",Regular season,Chicago Sky,Dallas Wings,Wintrust Arena,Chicago,IL,6102,2019-07-07,6102
2019,"July 7, 2019",Regular season,Phoenix Mercury,Atlanta Dream,Talking Stick Resort Arena,Phoenix,AZ,9850,2019-07-07,9850
2019,"July 9, 2019",Regular season,Dallas Wings,Los Angeles Sparks,College Park Center,Arlington,TX,6885,2019-07-09,6885
2019,"July 10, 2019",Regular season,Atlanta Dream,Connecticut Sun,State Farm Arena,Atlanta,GA,3866,2019-07-10,3866
2019,"July 10, 2019",Regular season,Washington Mystics,Phoenix Mercury,Capital One Arena,Washington,DC,15377,2019-07-10,15377
2019,"July 10, 2019",Regular season,Indiana Fever,Las Vegas Aces,Bankers Life Fieldhouse,Indianapolis,IN,9247,2019-07-10,9247
2019,"July 10, 2019",Regular season,Chicago Sky,Minnesota Lynx,Wintrust Arena,Chicago,IL,8508,2019-07-10,8508
2019,"July 12, 2019",Regular season,Indiana Fever,Los Angeles Sparks,Bankers Life Fieldhouse,Indianapolis,IN,7849,2019-07-12,7849
2019,"July 12, 2019",Regular season,Atlanta Dream,Minnesota Lynx,State Farm Arena,Atlanta,GA,4001,2019-07-12,4001
2019,"July 12, 2019",Regular season,Chicago Sky,New York Liberty,Wintrust Arena,Chicago,IL,7221,2019-07-12,7221
2019,"July 12, 2019",Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,6864,2019-07-12,6864
2019,"July 12, 2019",Regular season,Seattle Storm,Dallas Wings,Alaska Airlines Arena,Seattle,WA,6451,2019-07-12,6451
2019,"July 13, 2019",Regular season,Washington Mystics,Las Vegas Aces,Entertainment and Sports Arena,Washington,DC,4200,2019-07-13,4200
2019,"July 14, 2019",Regular season,Atlanta Dream,Los Angeles Sparks,State Farm Arena,Atlanta,GA,5083,2019-07-14,5083
2019,"July 14, 2019",Regular season,Indiana Fever,Connecticut Sun,Bankers Life Fieldhouse,Indianapolis,IN,6434,2019-07-14,6434
2019,"July 14, 2019",Regular season,Dallas Wings,Chicago Sky,College Park Center,Arlington,TX,4261,2019-07-14,4261
2019,"July 14, 2019",Regular season,Seattle Storm,New York Liberty,Alaska Airlines Arena,Seattle,WA,6733,2019-07-14,6733
2019,"July 14, 2019",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,8801,2019-07-14,8801
2019,"July 17, 2019",Regular season,Chicago Sky,Atlanta Dream,Wintrust Arena,Chicago,IL,10143,2019-07-17,10143
2019,"July 17, 2019",Regular season,Phoenix Mercury,Dallas Wings,Talking Stick Resort Arena,Phoenix,AZ,10143,2019-07-17,10143
2019,"July 17, 2019",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,8403,2019-07-17,8403
2019,"July 18, 2019",Regular season,Los Angeles Sparks,Dallas Wings,Staples Center,Los Angeles,CA,14050,2019-07-18,14050
2019,"July 19, 2019",Regular season,Indiana Fever,Washington Mystics,Bankers Life Fieldhouse,Indianapolis,IN,6726,2019-07-19,6726
2019,"July 19, 2019",Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,6733,2019-07-19,6733
2019,"July 19, 2019",Regular season,Seattle Storm,Las Vegas Aces,Alaska Airlines Arena,Seattle,WA,9000,2019-07-19,9000
2019,"July 20, 2019",Regular season,New York Liberty,Los Angeles Sparks,Westchester County Center,White Plains,NY,2195,2019-07-20,2195
2019,"July 20, 2019",Regular season,Dallas Wings,Phoenix Mercury,College Park Center,Arlington,TX,5471,2019-07-20,5471
2019,"July 21, 2019",Regular season,Washington Mystics,Atlanta Dream,Entertainment and Sports Arena,Washington,DC,4200,2019-07-21,4200
2019,"July 21, 2019",Regular season,Las Vegas Aces,Minnesota Lynx,Mandalay Bay Events Center,Las Vegas,NV,4352,2019-07-21,4352
2019,"July 21, 2019",Regular season,Chicago Sky,Indiana Fever,Wintrust Arena,Chicago,IL,6614,2019-07-21,6614
2019,"July 23, 2019",Regular season,Atlanta Dream,Los Angeles Sparks,State Farm Arena,Atlanta,GA,7047,2019-07-23,7047
2019,"July 23, 2019",Regular season,Phoenix Mercury,Indiana Fever,Talking Stick Resort Arena,Phoenix,AZ,8528,2019-07-23,8528
2019,"July 23, 2019",Regular season,Las Vegas Aces,Seattle Storm,Mandalay Bay Events Center,Las Vegas,NV,5193,2019-07-23,5193
2019,"July 24, 2019",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8249,2019-07-24,8249
2019,"July 24, 2019",Regular season,Minnesota Lynx,Washington Mystics,Target Center,Minneapolis,MN,17934,2019-07-24,17934
2019,"July 30, 2019",Regular season,Washington Mystics,Phoenix Mercury,Entertainment and Sports Arena,Washington,DC,3819,2019-07-30,3819
2019,"July 30, 2019",Regular season,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,Uncasville,CT,6358,2019-07-30,6358
2019,"July 30, 2019",Regular season,Las Vegas Aces,Dallas Wings,Mandalay Bay Events Center,Las Vegas,NV,3756,2019-07-30,3756
2019,"July 31, 2019",Regular season,Indiana Fever,Atlanta Dream,Bankers Life Fieldhouse,Indianapolis,IN,5702,2019-07-31,5702
2019,"August 1, 2019",Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,6014,2019-08-01,6014
2019,"August 1, 2019",Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,4011,2019-08-01,4011
2019,"August 1, 2019",Regular season,Los Angeles Sparks,Las Vegas Aces,Staples Center,Los Angeles,CA,11692,2019-08-01,11692
2019,"August 2, 2019",Regular season,Seattle Storm,Washington Mystics,Angel of the Winds Arena,Everett,WA,7488,2019-08-02,7488
2019,"August 3, 2019",Regular season,Indiana Fever,Minnesota Lynx,Bankers Life Fieldhouse,Indianapolis,IN,7884,2019-08-03,7884
2019,"August 3, 2019",Regular season,Atlanta Dream,Chicago Sky,State Farm Arena,Atlanta,GA,5427,2019-08-03,5427
2019,"August 3, 2019",Regular season,Dallas Wings,Las Vegas Aces,College Park Center,Arlington,TX,5882,2019-08-03,5882
2019,"August 4, 2019",Regular season,New York Liberty,Connecticut Sun,Westchester County Center,White Plains,NY,1927,2019-08-04,1927
2019,"August 4, 2019",Regular season,Los Angeles Sparks,Seattle Storm,Staples Center,Los Angeles,CA,12820,2019-08-04,12820
2019,"August 4, 2019",Regular season,Phoenix Mercury,Washington Mystics,Talking Stick Resort Arena,Phoenix,AZ,9025,2019-08-04,9025
2019,"August 5, 2019",Regular season,Las Vegas Aces,Washington Mystics,Mandalay Bay Events Center,Las Vegas,NV,5024,2019-08-05,5024
2019,"August 6, 2019",Regular season,Atlanta Dream,Minnesota Lynx,State Farm Arena,Atlanta,GA,3395,2019-08-06,3395
2019,"August 7, 2019",Regular season,Chicago Sky,New York Liberty,Wintrust Arena,Chicago,IL,5797,2019-08-07,5797
2019,"August 8, 2019",Regular season,Washington Mystics,Indiana Fever,Entertainment and Sports Arena,Washington,DC,3013,2019-08-08,3013
2019,"August 8, 2019",Regular season,Los Angeles Sparks,Phoenix Mercury,Staples Center,Los Angeles,CA,10345,2019-08-08,10345
2019,"August 8, 2019",Regular season,Seattle Storm,Dallas Wings,Angel of the Winds Arena,Everett,WA,6268,2019-08-08,6268
2019,"August 9, 2019",Regular season,Minnesota Lynx,Connecticut Sun,Target Center,Minneapolis,MN,8892,2019-08-09,8892
2019,"August 9, 2019",Regular season,Las Vegas Aces,Chicago Sky,Mandalay Bay Events Center,Las Vegas,NV,4200,2019-08-09,4200
2019,"August 10, 2019",Regular season,Indiana Fever,Atlanta Dream,Bankers Life Fieldhouse,Indianapolis,IN,7923,2019-08-10,7923
2019,"August 10, 2019",Regular season,Phoenix Mercury,Dallas Wings,Talking Stick Resort Arena,Phoenix,AZ,9717,2019-08-10,9717
2019,"August 11, 2019",Regular season,Washington Mystics,Minnesota Lynx,Entertainment and Sports Arena,Washington,DC,4200,2019-08-11,4200
2019,"August 11, 2019",Regular season,New York Liberty,Seattle Storm,Barclays Center,White Plains,NY,7715,2019-08-11,7715
2019,"August 11, 2019",Regular season,Los Angeles Sparks,Chicago Sky,Staples Center,Los Angeles,CA,9244,2019-08-11,9244
2019,"August 11, 2019",Regular season,Las Vegas Aces,Connecticut Sun,Mandalay Bay Events Center,Las Vegas,NV,4633,2019-08-11,4633
2019,"August 13, 2019",Regular season,New York Liberty,Minnesota Lynx,Westchester County Center,New York,NY,1570,2019-08-13,1570
2019,"August 13, 2019",Regular season,Las Vegas Aces,Atlanta Dream,Mandalay Bay Events Center,Las Vegas,NV,3532,2019-08-13,3532
2019,"August 14, 2019",Regular season,Dallas Wings,Los Angeles Sparks,College Park Center,Arlington,TX,5004,2019-08-14,5004
2019,"August 14, 2019",Regular season,Washington Mystics,Seattle Storm,Entertainment and Sports Arena,Washington,DC,3917,2019-08-14,3917
2019,"August 14, 2019",Regular season,Phoenix Mercury,Connecticut Sun,Talking Stick Resort Arena,Phoenix,AZ,8734,2019-08-14,8734
2019,"August 16, 2019",Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,7092,2019-08-16,7092
2019,"August 16, 2019",Regular season,Chicago Sky,Los Angeles Sparks,Wintrust Arena,Chicago,IL,7907,2019-08-16,7907
2019,"August 16, 2019",Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,4070,2019-08-16,4070
2019,"August 16, 2019",Regular season,Minnesota Lynx,Washington Mystics,Target Center,Minneapolis,MN,8803,2019-08-16,8803
2019,"August 16, 2019",Regular season,Phoenix Mercury,Atlanta Dream,Talking Stick Resort Arena,Phoenix,AZ,8480,2019-08-16,8480
2019,"August 18, 2019",Regular season,Connecticut Sun,Dallas Wings,Mohegan Sun Arena,Uncasville,CT,7275,2019-08-18,7275
2019,"August 18, 2019",Regular season,Washington Mystics,Indiana Fever,Entertainment and Sports Arena,Washington,DC,4034,2019-08-18,4034
2019,"August 18, 2019",Regular season,Phoenix Mercury,New York Liberty,Talking Stick Resort Arena,Phoenix,AZ,9145,2019-08-18,9145
2019,"August 18, 2019",Regular season,Chicago Sky,Las Vegas Aces,Wintrust Arena,Chicago,IL,6072,2019-08-18,6072
2019,"August 18, 2019",Regular season,Seattle Storm,Minnesota Lynx,Alaska Airlines Arena,Seattle,WA,9000,2019-08-18,9000
2019,"August 20, 2019",Regular season,Indiana Fever,New York Liberty,Bankers Life Fieldhouse,Indianapolis,IN,5340,2019-08-20,5340
2019,"August 20, 2019",Regular season,Atlanta Dream,Chicago Sky,State Farm Arena,Atlanta,GA,4662,2019-08-20,4662
2019,"August 20, 2019",Regular season,Las Vegas Aces,Phoenix Mercury,Mandalay Bay Events Center,Las Vegas,NV,5032,2019-08-20,5032
2019,"August 20, 2019",Regular season,Los Angeles Sparks,Minnesota Lynx,Staples Center,Los Angeles,CA,9244,2019-08-20,9244
2019,"August 22, 2019",Regular season,Minnesota Lynx,Dallas Wings,Target Center,Minneapolis,MN,8124,2019-08-22,8124
2019,"August 22, 2019",Regular season,Los Angeles Sparks,Indiana Fever,Staples Center,Los Angeles,CA,8816,2019-08-22,8816
2019,"August 23, 2019",Regular season,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,Uncasville,CT,7483,2019-08-23,7483
2019,"August 23, 2019",Regular season,New York Liberty,Atlanta Dream,Westchester County Center,White Plains,NY,1831,2019-08-23,1831
