"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2001,"June 5, 2001","Regular season","Miami Sol","Indiana Fever","AmericanAirlines Arena","Miami","FL",6462
2001,"June 5, 2001","Regular season","Detroit Shock","Orlando Miracle","Palace of Auburn Hills","Detroit","MI",4013
2001,"June 5, 2001","Regular season","Utah Starzz","Houston Comets","EnergySolutions Arena","Salt Lake City","UT",4907
2001,"June 5, 2001","Regular season","Phoenix Mercury","Charlotte Sting","US Airways Center","Phoenix","AZ",7008
2001,"June 5, 2001","Regular season","Los Angeles Sparks","Cleveland Rockers","Staples Center","Los Angeles","CA",11445
2001,"June 7, 2001","Regular season","Cleveland Rockers","New York Liberty","Quicken Loans Arena","Cleveland","OH",8706
2001,"June 7, 2001","Regular season","Houston Comets","Detroit Shock","Compaq Center","Houston","TX",9538
2001,"June 7, 2001","Regular season","Utah Starzz","Orlando Miracle","EnergySolutions Arena","Salt Lake City","UT",4503
2001,"June 7, 2001","Regular season","Sacramento Monarchs","Charlotte Sting","ARCO Arena","Sacramento","CA",5866
2001,"June 7, 2001","Regular season","Seattle Storm","Miami Sol","KeyArena","Seattle","WA",6430
2001,"June 9, 2001","Regular season","Cleveland Rockers","Indiana Fever","Quicken Loans Arena","Cleveland","OH",6284
2001,"June 9, 2001","Regular season","Orlando Miracle","Charlotte Sting","Amway Arena","Orlando","FL",7211
2001,"June 9, 2001","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN",10236
2001,"June 9, 2001","Regular season","Utah Starzz","Seattle Storm","EnergySolutions Arena","Salt Lake City","UT",6323
2001,"June 9, 2001","Regular season","Sacramento Monarchs","Miami Sol","ARCO Arena","Sacramento","CA",7870
2001,"June 10, 2001","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ",8883
2001,"June 10, 2001","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC",17715
2001,"June 12, 2001","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN",6351
2001,"June 12, 2001","Regular season","Miami Sol","Detroit Shock","AmericanAirlines Arena","Miami","FL",7318
2001,"June 12, 2001","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY",13150
2001,"June 12, 2001","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ",7113
2001,"June 12, 2001","Regular season","Portland Fire","Cleveland Rockers","Moda Center","Portland","OR",8082
2001,"June 12, 2001","Regular season","Seattle Storm","Orlando Miracle","KeyArena","Seattle","WA",3873
2001,"June 14, 2001","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",4422
2001,"June 14, 2001","Regular season","Los Angeles Sparks","Orlando Miracle","Staples Center","Los Angeles","CA",9077
2001,"June 14, 2001","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",5611
2001,"June 14, 2001","Regular season","Charlotte Sting","Utah Starzz","Spectrum Center","Charlotte","NC",13150
2001,"June 14, 2001","Regular season","Seattle Storm","Cleveland Rockers","KeyArena","Seattle","WA",3821
2001,"June 16, 2001","Regular season","Phoenix Mercury","Orlando Miracle","US Airways Center","Phoenix","AZ",8323
2001,"June 16, 2001","Regular season","Cleveland Rockers","Miami Sol","Quicken Loans Arena","Cleveland","OH",9610
2001,"June 16, 2001","Regular season","Indiana Fever","Minnesota Lynx","Conseco Fieldhouse","Indianapolis","IN",8067
2001,"June 16, 2001","Regular season","Sacramento Monarchs","Portland Fire","ARCO Arena","Sacramento","CA",7514
2001,"June 16, 2001","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",15118
2001,"June 16, 2001","Regular season","Charlotte Sting","Detroit Shock","Spectrum Center","Charlotte","NC",5540
2001,"June 16, 2001","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA",6964
2001,"June 17, 2001","Regular season","Detroit Shock","Minnesota Lynx","Palace of Auburn Hills","Detroit","MI",5076
2001,"June 17, 2001","Regular season","Los Angeles Sparks","Portland Fire","Staples Center","Los Angeles","CA",9312
2001,"June 17, 2001","Regular season","Washington Mystics","Cleveland Rockers","Verizon Center","Washington","DC",13497
2001,"June 17, 2001","Regular season","Miami Sol","New York Liberty","AmericanAirlines Arena","Miami","FL",8561
2001,"June 18, 2001","Regular season","Seattle Storm","Charlotte Sting","KeyArena","Seattle","WA",4016
2001,"June 18, 2001","Regular season","Indiana Fever","Orlando Miracle","Conseco Fieldhouse","Indianapolis","IN",7682
2001,"June 19, 2001","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA",7648
2001,"June 19, 2001","Regular season","Los Angeles Sparks","Charlotte Sting","Staples Center","Los Angeles","CA",8823
2001,"June 19, 2001","Regular season","Portland Fire","Seattle Storm","Moda Center","Portland","OR",8151
2001,"June 21, 2001","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX",9918
2001,"June 21, 2001","Regular season","Utah Starzz","Sacramento Monarchs","EnergySolutions Arena","Salt Lake City","UT",6541
2001,"June 21, 2001","Regular season","Phoenix Mercury","New York Liberty","US Airways Center","Phoenix","AZ",8638
2001,"June 21, 2001","Regular season","Washington Mystics","Miami Sol","Verizon Center","Washington","DC",12815
2001,"June 22, 2001","Regular season","Cleveland Rockers","Los Angeles Sparks","Quicken Loans Arena","Cleveland","OH",8672
2001,"June 22, 2001","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ",7123
2001,"June 22, 2001","Regular season","Portland Fire","Charlotte Sting","Moda Center","Portland","OR",8616
2001,"June 22, 2001","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",7116
2001,"June 22, 2001","Regular season","Minnesota Lynx","Miami Sol","Target Center","Minneapolis","MN",6428
2001,"June 23, 2001","Regular season","Utah Starzz","Minnesota Lynx","EnergySolutions Arena","Salt Lake City","UT",5938
2001,"June 23, 2001","Regular season","Orlando Miracle","Washington Mystics","Amway Arena","Orlando","FL",8078
2001,"June 23, 2001","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI",5459
2001,"June 23, 2001","Regular season","Houston Comets","Sacramento Monarchs","Compaq Center","Houston","TX",10722
2001,"June 24, 2001","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY",17084
2001,"June 24, 2001","Regular season","Miami Sol","Cleveland Rockers","AmericanAirlines Arena","Miami","FL",7408
2001,"June 24, 2001","Regular season","Houston Comets","Portland Fire","Compaq Center","Houston","TX",9389
2001,"June 24, 2001","Regular season","Charlotte Sting","Sacramento Monarchs","Spectrum Center","Charlotte","NC",4077
2001,"June 25, 2001","Regular season","Orlando Miracle","New York Liberty","Amway Arena","Orlando","FL",6282
2001,"June 25, 2001","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC",13823
2001,"June 25, 2001","Regular season","Utah Starzz","Seattle Storm","EnergySolutions Arena","Salt Lake City","UT",5833
2001,"June 26, 2001","Regular season","Detroit Shock","Los Angeles Sparks","Palace of Auburn Hills","Detroit","MI",5380
2001,"June 26, 2001","Regular season","Cleveland Rockers","Portland Fire","Quicken Loans Arena","Cleveland","OH",7077
2001,"June 27, 2001","Regular season","Charlotte Sting","Detroit Shock","Spectrum Center","Charlotte","NC",4036
2001,"June 27, 2001","Regular season","Indiana Fever","Portland Fire","Conseco Fieldhouse","Indianapolis","IN",7302
