".rownames","attendance","rolling_wins_44","dow","month","team_name","Season",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"190",6158,23,"Thu","7","PHOENIX MERCURY","2022",8953.52111819366,-2795.52111819366,0.0209729365936121,2472.51021986367,0.000998745422955942,-1.14254718168774
"191",5994,23,"Thu","7","PHOENIX MERCURY","2022",8953.52111819366,-2959.52111819366,0.0209729365936121,2472.3538774356,0.00111936605798844,-1.20957502010302
"192",7963,23,"Sun","7","PHOENIX MERCURY","2022",9287.33947359276,-1324.33947359276,0.0183370823129971,2473.51476317945,0.000194923189272205,-0.54053876571757
"193",14162,23,"Fri","7","PHOENIX MERCURY","2022",8956.65246295022,5205.34753704978,0.0192169527850896,2469.32250391884,0.00316153126738232,2.125553154577
"194",8124,24,"Thu","7","PHOENIX MERCURY","2022",9095.62577100659,-971.625771006586,0.0210949164780253,2473.64804592007,0.000121381944668313,-0.397134345594343
"195",11724,22,"Sat","8","PHOENIX MERCURY","2022",9623.86043941349,2100.13956058651,0.0236267625453124,2473.07207435835,0.000638451912871518,0.859506048133616
"196",7307,22,"Wed","8","PHOENIX MERCURY","2022",9332.20696294806,-2025.20696294806,0.0228517247409377,2473.123945296,0.000573318909568611,-0.828510261219102
"197",8047,21,"Fri","8","PHOENIX MERCURY","2022",8766.16974540643,-719.169745406429,0.0193949459047747,2473.71887424504,6.09287872222926e-05,-0.29369263775552
"198",12383,21,"Sun","8","PHOENIX MERCURY","2022",9096.85675604896,3286.14324395104,0.0186965474932998,2472.02007791391,0.00122457994407278,1.3415088489235
"199",14040,19,"Sun","5","PHOENIX MERCURY","2023",8550.74877213941,5489.25122786059,0.0210948093332219,2468.81020482624,0.00387418142778235,2.24363138558796
"200",6057,18,"Thu","5","PHOENIX MERCURY","2023",8074.82576392738,-2017.82576392738,0.0240829742982404,2473.12804442064,0.00060132748736789,-0.826011188797534
"201",8815,18,"Fri","6","PHOENIX MERCURY","2023",8168.03077104894,646.969228951056,0.0177988454668138,2473.73529062532,4.51042639845284e-05,0.263992822771125
"202",7044,17,"Tue","6","PHOENIX MERCURY","2023",7270.3497937103,-226.349793710297,0.0189614178951361,2473.79589933433,5.89546735148351e-06,-0.0924157034970687
"203",11580,16,"Wed","6","PHOENIX MERCURY","2023",8307.7540301518,3272.2459698482,0.0219804909506501,2472.02920034087,0.00143712198555584,1.33807635721423
"204",5652,15,"Tue","6","PHOENIX MERCURY","2023",6986.14048808444,-1334.14048808444,0.0194127685038175,2473.51013814873,0.000209883130929925,-0.544837713743799
"205",9047,15,"Thu","6","PHOENIX MERCURY","2023",7738.58546785359,1308.41453214641,0.0205846478734259,2473.52103776925,0.000214565426278739,0.534651291268697
"206",8777,16,"Sat","7","PHOENIX MERCURY","2023",9458.2922171373,-681.292217137301,0.0229236742194168,2473.72736537571,6.50958796329151e-05,-0.27872626618447
"207",9206,16,"Sun","7","PHOENIX MERCURY","2023",9073.39318658571,132.606813414292,0.0184549613550078,2473.80146030884,1.96735961190104e-06,0.0541276830565479
"208",7788,16,"Tue","7","PHOENIX MERCURY","2023",7987.12985141745,-199.129851417453,0.0199121844005393,2473.79780643918,4.80088234130619e-06,-0.0813415772365757
"209",11292,16,"Thu","7","PHOENIX MERCURY","2023",8739.57483118661,2552.42516881339,0.021376007895797,2472.72511141434,0.000849298424380768,1.0434071385352
"210",7564,15,"Thu","8","PHOENIX MERCURY","2023",8691.19676645574,-1127.19676645574,0.0205036063419184,2473.5941056982,0.000158592789770946,-0.460582070944908
"211",9411,16,"Sat","8","PHOENIX MERCURY","2023",9552.01880521937,-141.018805219366,0.0222933055091273,2473.80106732896,2.70876138323963e-06,-0.0576741829808724
"212",6610,15,"Tue","8","PHOENIX MERCURY","2023",7938.75178668659,-1328.75178668659,0.0191849427519355,2473.51257808957,0.000205652209387028,-0.54257404403537
"213",7186,15,"Thu","8","PHOENIX MERCURY","2023",8691.19676645574,-1505.19676645574,0.0205036063419184,2473.42943006439,0.000282794216658357,-0.615036047391808
"214",9652,15,"Fri","8","PHOENIX MERCURY","2023",8694.32811121231,957.67188878769,0.0185088465319822,2473.65290384309,0.000102919922905696,0.390914931612349
"215",11807,15,"Sun","8","PHOENIX MERCURY","2023",9025.01512185484,2781.98487814516,0.0179413378002878,2472.52668297543,0.000840908785240513,1.13525850522036
"216",12163,14,"Sun","8","PHOENIX MERCURY","2023",8882.91046904192,3280.08953095808,0.0182298926144824,2472.02749350972,0.00118848935159097,1.33871925610007
"217",7038,11,"Tue","9","PHOENIX MERCURY","2023",7545.49922358439,-507.499223584391,0.0269123416335736,2473.76146372031,4.27540952563797e-05,-0.208050188945852
"218",13206,11,"Fri","9","PHOENIX MERCURY","2023",8301.07554811011,4904.92445188989,0.0258226976618086,2469.79831165656,0.003823399158448,2.00965743362464
"219",10251,10,"Sat","5","PHOENIX MERCURY","2024",10867.0081758234,-616.008175823408,0.0258631703353456,2473.74122520412,6.04051801701113e-05,-0.252397593194576
"220",7474,11,"Thu","5","PHOENIX MERCURY","2024",10290.3954426856,-2816.39544268564,0.0258417974124625,2472.48424875573,0.00126156722515624,-1.15395162121724
"221",8339,12,"Sat","5","PHOENIX MERCURY","2024",11151.2174814493,-2812.21748144926,0.0248566539198442,2472.48949357502,0.00120743273892264,-1.15165762500461
"222",10207,11,"Sun","6","PHOENIX MERCURY","2024",10714.2874604497,-507.287460449745,0.0201368218987405,2473.76179591568,3.15230118779699e-05,-0.207243120494946
"223",9052,12,"Fri","6","PHOENIX MERCURY","2024",10525.7051026201,-1473.70510262014,0.0198942315165547,2473.44517925613,0.000262701074707868,-0.60198106256524
"224",9325,13,"Thu","6","PHOENIX MERCURY","2024",10664.6784106765,-1339.6784106765,0.0214276639733295,2473.50707941802,0.000234557580904999,-0.547662249765063
"225",9444,13,"Sun","6","PHOENIX MERCURY","2024",10998.4967660756,-1554.4967660756,0.0192780628055717,2473.4049650244,0.000282885478831272,-0.634783445898459
"226",9824,14,"Tue","6","PHOENIX MERCURY","2024",10054.3380837203,-230.338083720273,0.0200487095716889,2473.79558868241,6.46946463422322e-06,-0.0940962291041471
"227",14363,15,"Fri","6","PHOENIX MERCURY","2024",10952.0190610589,3410.98093894108,0.0188543582115378,2471.88157289661,0.00133095318140354,1.39258357196177
"228",17071,16,"Sun","6","PHOENIX MERCURY","2024",11424.8107245144,5646.18927548562,0.0183884292734305,2468.53483025477,0.00355333013564877,2.30459339517223
"229",8445,15,"Mon","7","PHOENIX MERCURY","2024",12043.2596147513,-3598.25961475132,0.0639959678520744,2471.56129623163,0.00552384596108355,-1.50405026087791
"230",11601,17,"Wed","7","PHOENIX MERCURY","2024",12519.0456419336,-918.045641933568,0.0218823920097138,2473.66469895303,0.000112590198326462,-0.375385462155347
"231",14267,17,"Sun","8","PHOENIX MERCURY","2024",12519.5266759295,1747.47332407054,0.0188778248877263,2473.2998416018,0.000349772996260528,0.713440441160812
"232",10299,18,"Mon","8","PHOENIX MERCURY","2024",12563.3001612722,-2264.30016127217,0.0618639412999593,2472.91839584816,0.00210490897469766,-0.9453873734026
"233",9482,18,"Wed","8","PHOENIX MERCURY","2024",12754.8768828286,-3272.87688282856,0.0220344179465862,2472.0284175408,0.00144136235908502,-1.3383712468523
"234",13981,17,"Sun","9","PHOENIX MERCURY","2024",12694.692724079,1286.30727592102,0.0210279497975081,2473.53040769068,0.000212033848563411,0.525736699539306
"235",7639,16,"Tue","9","PHOENIX MERCURY","2024",11466.3247360978,-3827.3247360978,0.0231463533317239,2471.37264820404,0.00207526516715411,-1.5659910506777
"236",7709,17,"Thu","9","PHOENIX MERCURY","2024",12360.8743686799,-4651.87436867988,0.0239167729123893,2470.20833598876,0.00317281122023986,-1.90411540661036
"237",14190,17,"Fri","9","PHOENIX MERCURY","2024",12364.0057134364,1825.99428656356,0.0219758406217708,2473.25173215475,0.000447408836477638,0.746677968891337
"238",11333,19,"Thu","9","PHOENIX MERCURY","2024",12645.0836743057,-1312.08367430573,0.0235518300118682,2473.51858056143,0.000248375484847154,-0.536964591583418
"239",7662,9,"Sun","5","LAS VEGAS ACES","2018",4050.8961052476,3611.1038947524,0.031643154460929,2471.62075717219,0.00257008970693697,1.48399003527916
"240",5575,9,"Fri","6","LAS VEGAS ACES","2018",3810.28275697007,1764.71724302993,0.029455461437548,2473.2842259869,0.000568780300980287,0.724396108786004
"241",5913,10,"Fri","6","LAS VEGAS ACES","2018",3952.387409783,1960.61259021701,0.0284360441392478,2473.16299695887,0.00067634668052898,0.804386557949068
"242",4432,11,"Sun","6","LAS VEGAS ACES","2018",4425.17907323846,6.82092676154025,0.0257329773732211,2473.80435632327,7.36682246055549e-09,0.00279455781999415
"243",5478,12,"Fri","6","LAS VEGAS ACES","2018",4236.59671540885,1241.40328459115,0.0265566115856924,2473.54775274635,0.000252253058306324,0.508822438384722
"244",4814,13,"Sun","6","LAS VEGAS ACES","2018",4709.38837886432,104.611621135684,0.0239537046682495,2473.80254675844,1.60713040819221e-06,0.0428206680208541
"245",5246,13,"Wed","6","LAS VEGAS ACES","2018",4802.63393295049,443.366067049513,0.0288659570947763,2473.77155553098,3.51408211353161e-05,0.181941418667814
"246",5124,13,"Fri","6","LAS VEGAS ACES","2018",4378.70136822178,745.298631778221,0.0256965963304371,2473.7119553892,8.78227856793635e-05,0.305345784526947
"247",4699,14,"Thu","7","LAS VEGAS ACES","2018",5376.55938679823,-677.559386798227,0.0280800073235242,2473.72780279197,7.97058716729821e-05,-0.277933452973658
"248",3363,15,"Sat","7","LAS VEGAS ACES","2018",6237.38142556185,-2874.38142556185,0.0273405601243628,2472.42719552751,0.00139454967545334,-1.17861702280863
"249",4810,18,"Sun","7","LAS VEGAS ACES","2018",6278.79635344904,-1468.79635344904,0.021215567243287,2473.44708655264,0.000279037845724909,-0.600380770074114
"250",5368,19,"Sun","7","LAS VEGAS ACES","2018",6420.90100626197,-1052.90100626197,0.0206495448598093,2473.62088299615,0.00013940190353747,-0.430256252869631
"251",5129,19,"Wed","8","LAS VEGAS ACES","2018",6607.8731484302,-1478.87314843021,0.0259541438909877,2473.44040495474,0.000349437208279304,-0.605968343491369
"252",4497,18,"Thu","8","LAS VEGAS ACES","2018",6038.704586132,-1541.704586132,0.0248111815033922,2473.40928274328,0.000362186072729369,-0.631343222130537
"253",5213,18,"Sat","8","LAS VEGAS ACES","2018",6757.4219720827,-1544.4219720827,0.025488052939214,2473.40761327114,0.000373898451109668,-0.632675624336376
"254",7159,18,"Wed","8","LAS VEGAS ACES","2018",6465.76849561728,693.231504382723,0.026473140638823,2473.7243522953,7.84017165079005e-05,0.284127347440258
"255",5737,19,"Sun","8","LAS VEGAS ACES","2018",6514.62759434403,-777.627594344034,0.0207218783459351,2473.70427554512,7.6316727667444e-05,-0.317780578937476
"256",7249,19,"Sun","5","LAS VEGAS ACES","2019",5066.49383356419,2182.50616643581,0.0245496181264216,2473.01275006079,0.000717802111536602,0.893637947678356
"257",2747,18,"Sun","6","LAS VEGAS ACES","2019",5014.46284311626,-2267.46284311626,0.0206700674978614,2472.95329610344,0.000647177773403588,-0.926583109596851
"258",4110,17,"Fri","6","LAS VEGAS ACES","2019",4541.6711796608,-431.671179660796,0.0226979415756277,2473.77345981347,2.58639202787436e-05,-0.17658237837311
"259",4416,19,"Thu","6","LAS VEGAS ACES","2019",4822.74914053009,-406.749140530088,0.023857641962263,2473.77689266669,2.41943458897861e-05,-0.166486406411534
"260",4347,19,"Sat","6","LAS VEGAS ACES","2019",5541.46652648078,-1194.46652648078,0.023214694213301,2473.56760433551,0.000202755244824117,-0.488745913747878
"261",4215,20,"Tue","6","LAS VEGAS ACES","2019",4212.40881357386,2.59118642613703,0.0211495015197511,2473.80436295159,8.65613699171496e-10,0.00105912980917164
"262",4581,20,"Sat","6","LAS VEGAS ACES","2019",5683.57117929371,-1102.57117929371,0.0227340988975242,2473.60273347137,0.00016901487311591,-0.451033684909928
"263",3516,21,"Tue","7","LAS VEGAS ACES","2019",5213.39817690687,-1697.39817690687,0.0218118275844247,2473.32691706576,0.000383596028443766,-0.694034792197608
"265",4352,24,"Sun","7","LAS VEGAS ACES","2019",6725.97547051391,-2373.97547051391,0.0192342777456958,2472.87281195476,0.000658198938617635,-0.969398408527967
"266",5193,24,"Tue","7","LAS VEGAS ACES","2019",5639.71213534566,-446.71213534566,0.0207698795695522,2473.77133381522,2.52452310792046e-05,-0.182555147585592
"267",3756,24,"Tue","7","LAS VEGAS ACES","2019",5639.71213534566,-1883.71213534566,0.0207698795695522,2473.21696388856,0.000448903426364625,-0.769805249661997
"268",4200,25,"Fri","8","LAS VEGAS ACES","2019",6631.11970076637,-2431.11970076637,0.0198179223750018,2472.82683440611,0.000712060166731095,-0.993028421520999
"269",4633,24,"Sun","8","LAS VEGAS ACES","2019",6819.70205859598,-2186.70205859598,0.0183849211260401,2473.01469426613,0.000532865930962426,-0.892540060281063
"270",3532,25,"Tue","8","LAS VEGAS ACES","2019",5875.54337624065,-2343.54337624065,0.019503272248662,2472.89629734306,0.000650759589048177,-0.957102909639184
"271",5032,26,"Tue","8","LAS VEGAS ACES","2019",6017.64802905358,-985.64802905358,0.0193533552891667,2473.64378701753,0.000114191634541829,-0.402507798413251
"272",8470,24,"Sat","8","LAS VEGAS ACES","2019",7204.60108914757,1265.39891085243,0.0218986531018938,2473.53900584135,0.000214074037741898,0.517421228124058
"284",1972,32,"Fri","5","LAS VEGAS ACES","2021",2809.66609706342,-837.666097063417,0.0224625577210658,2473.6880166082,9.63371244637064e-05,-0.342620190841591
"285",1954,32,"Sun","5","LAS VEGAS ACES","2021",3140.35310770595,-1186.35310770595,0.0215175768495953,2473.57121505033,0.000184745831392514,-0.485004951623311
"286",1975,31,"Fri","5","LAS VEGAS ACES","2021",2667.56144425049,-692.561444250488,0.0223291403331365,2473.72484538943,6.54429216237539e-05,-0.28325050273534
"287",1981,32,"Sun","5","LAS VEGAS ACES","2021",3140.35310770595,-1159.35310770595,0.0215175768495953,2473.58170715382,0.000176432327853374,-0.473966809936178
"288",2126,32,"Sun","6","LAS VEGAS ACES","2021",3230.42677007095,-1104.42677007095,0.0188628880858244,2473.60285247107,0.000139598910538956,-0.450900573636694
"289",2115,32,"Tue","6","LAS VEGAS ACES","2021",2144.1634349027,-29.1634349026972,0.0199116173761809,2473.80422340995,1.02970495380706e-07,-0.0119128251717346
"290",2215,33,"Thu","6","LAS VEGAS ACES","2021",3038.71306748478,-823.71306748478,0.0215862252980282,2473.69196118844,8.93599461129598e-05,-0.336762241223401
"291",3766,32,"Sun","6","LAS VEGAS ACES","2021",3230.42677007095,535.573229929048,0.0188628880858244,2473.75697802761,3.28281116191794e-05,0.218656667099769
"292",2705,33,"Sun","7","LAS VEGAS ACES","2021",4231.41613340396,-1526.41613340396,0.0208002560601669,2473.41866670811,0.000295210222457217,-0.623800928189168
"293",3013,34,"Wed","7","LAS VEGAS ACES","2021",4466.76634030306,-1453.76634030306,0.0248504589249026,2473.45305687555,0.000322582340311532,-0.595343633166898
"294",4291,34,"Fri","7","LAS VEGAS ACES","2021",4042.83377557436,248.166224425641,0.0230002006459914,2473.79414690868,8.66737167398266e-06,0.101532282807666
"295",3024,34,"Sun","8","LAS VEGAS ACES","2021",4467.24737429896,-1443.24737429896,0.0204359971237381,2473.45968318495,0.000259102228545348,-0.589702653572299
"296",3241,34,"Tue","8","LAS VEGAS ACES","2021",3380.9840391307,-139.984039130703,0.021305965160857,2473.80111881019,2.54579699191495e-06,-0.0572220963851933
"297",5150,35,"Thu","9","LAS VEGAS ACES","2021",4450.6997198623,699.300280137698,0.0270328534830486,2473.72289840363,8.15609622384863e-05,0.286697119030965
"298",5663,34,"Wed","9","LAS VEGAS ACES","2021",4735.65897653464,927.341023465356,0.029392455517247,2473.6607535986,0.000156706455239635,0.380650457098692
"299",4845,34,"Mon","9","LAS VEGAS ACES","2021",4544.08225497826,300.917745021744,0.0721409509161267,2473.78854600486,4.4317253996977e-05,0.126332621881282
"300",6212,35,"Sun","5","LAS VEGAS ACES","2022",6688.67106531008,-476.671065310078,0.020284870345215,2473.76677346274,2.80459131629726e-05,-0.194750058828108
"301",2536,34,"Tue","5","LAS VEGAS ACES","2022",5460.3030773289,-2924.3030773289,0.020497077812592,2472.38889138107,0.00106704967603358,-1.19489082910834
"302",3640,34,"Thu","5","LAS VEGAS ACES","2022",6212.74805709805,-2572.74805709805,0.0230432984879571,2472.70598100334,0.000933357299845194,-1.05261199657675
"303",5572,35,"Sat","5","LAS VEGAS ACES","2022",7073.57009586167,-1501.57009586167,0.0230070173761836,2473.43027861538,0.000317415441915886,-0.614339730755707
"304",4092,35,"Mon","5","LAS VEGAS ACES","2022",6590.33989783986,-2498.33989783986,0.0659947725674899,2472.72096850877,0.0027578673149727,-1.04540743560946
"305",4693,35,"Tue","5","LAS VEGAS ACES","2022",5602.40773014182,-909.407730141823,0.0207775964576592,2473.66746951354,0.000104666886560918,-0.371643623294854
"306",3801,35,"Thu","6","LAS VEGAS ACES","2022",6444.92637227598,-2643.92637227598,0.021167079396148,2472.64657354934,0.00090199040062252,-1.08069660650273
"307",4814,34,"Sun","6","LAS VEGAS ACES","2022",6636.64007486215,-1822.64007486215,0.0182193811781026,2473.25586773603,0.000366746468744856,-0.743879177730622
"308",4603,35,"Sun","6","LAS VEGAS ACES","2022",6778.74472767508,-2175.74472767508,0.0185250100779576,2473.02247798565,0.000531710523342082,-0.888131013235442
"309",4951,35,"Tue","6","LAS VEGAS ACES","2022",5692.48139250682,-741.481392506823,0.0197460934774859,2473.7134548057,6.59878436563497e-05,-0.302858439726285
"310",7171,35,"Sat","6","LAS VEGAS ACES","2022",7163.64375822667,7.35624177332647,0.0224093905974231,2473.80435509129,7.41118050627427e-09,0.00300875065991418
"311",8405,33,"Wed","7","LAS VEGAS ACES","2022",7446.66568665548,958.334313344523,0.0224209533685731,2473.65208725739,0.000125847264950799,0.391967276062671
"312",5952,32,"Tue","7","LAS VEGAS ACES","2022",6125.05214458812,-173.052144588121,0.0194648625297378,2473.79941378702,3.54110160201649e-06,-0.0706730964450765
"313",5737,32,"Thu","7","LAS VEGAS ACES","2022",6877.49712435728,-1140.49712435728,0.021294629741852,2473.58894034028,0.000168893889612185,-0.466204996292964
"314",7522,32,"Sat","7","LAS VEGAS ACES","2022",7596.21451030797,-74.2145103079711,0.0223724575238333,2473.80345091257,7.53015447911701e-07,-0.0303536433268341
"315",5151,32,"Tue","8","LAS VEGAS ACES","2022",6218.77873267019,-1067.77873267019,0.0201995517753574,2473.61574757465,0.000140116214693109,-0.436235660306218
"316",6055,32,"Thu","8","LAS VEGAS ACES","2022",6971.22371243934,-916.22371243934,0.0218549497902461,2473.66525667295,0.000111996833141405,-0.374635226559178
"317",10015,32,"Sun","8","LAS VEGAS ACES","2022",7305.04206783844,2709.95793216156,0.0191543214615317,2472.59050244597,0.000853984330566704,1.10654969370287
"318",10191,33,"Sat","5","LAS VEGAS ACES","2023",7570.14707291926,2620.85292708074,0.0232519290189236,2472.66426910277,0.000977774176499047,1.07240809627439
"319",7970,33,"Sun","5","LAS VEGAS ACES","2023",7185.24804236767,784.75195763233,0.0207739728498388,2473.70242772842,7.79251912222162e-05,0.320700508293577
